"domain","year","hospital_name","region","service_line","sex","age_band","activity"
"community",2020,"Hospital two","East","Cardiology","Female","I.040-044",198524
"community",2020,"Hospital two","East","Cardiology","Female","J.045-049",322858
"community",2020,"Hospital two","East","Cardiology","Female","K.050-054",347379
"community",2020,"Hospital two","East","Cardiology","Female","L.055-059",416422
"community",2020,"Hospital two","East","Cardiology","Female","M.060-064",430122
"community",2020,"Hospital two","East","Cardiology","Female","N.065-069",437494
"community",2020,"Hospital two","East","Cardiology","Female","O.070-074",563056
"community",2020,"Hospital two","East","Cardiology","Female","P.075-079",559113
"community",2020,"Hospital two","East","Cardiology","Female","Q.080-084",480928
"community",2020,"Hospital two","East","Cardiology","Female","R.085+",476383
"community",2020,"Hospital two","East","Cardiology","Male","A.000-004",134913
"community",2020,"Hospital two","East","Cardiology","Male","B.005-009",107579
"community",2020,"Hospital two","East","Cardiology","Male","C.010-014",121930
"community",2020,"Hospital two","East","Cardiology","Male","D.015-019",101230
"community",2020,"Hospital two","East","Cardiology","Male","E.020-024",113276
"community",2020,"Hospital two","East","Cardiology","Male","F.025-029",147618
"community",2020,"Hospital two","East","Cardiology","Male","G.030-034",129843
"community",2020,"Hospital two","East","Cardiology","Male","H.035-039",200765
"community",2020,"Hospital two","East","Cardiology","Male","I.040-044",183864
"community",2020,"Hospital two","East","Cardiology","Male","J.045-049",257335
"community",2020,"Hospital two","East","Cardiology","Male","K.050-054",349460
"community",2020,"Hospital two","East","Cardiology","Male","L.055-059",421121
"community",2020,"Hospital two","East","Cardiology","Male","M.060-064",466484
"community",2020,"Hospital two","East","Cardiology","Male","N.065-069",541576
"community",2020,"Hospital two","East","Cardiology","Male","O.070-074",561353
"community",2020,"Hospital two","East","Cardiology","Male","P.075-079",521946
"community",2020,"Hospital two","East","Cardiology","Male","Q.080-084",433697
"community",2020,"Hospital two","East","Cardiology","Male","R.085+",362636
"community",2020,"Hospital two","East","Dermatology","Female","A.000-004",158990
"community",2020,"Hospital two","East","Dermatology","Female","B.005-009",109050
"community",2020,"Hospital two","East","Dermatology","Female","C.010-014",125108
"community",2020,"Hospital two","East","Dermatology","Female","D.015-019",120936
"community",2020,"Hospital two","East","Dermatology","Female","E.020-024",124844
"community",2020,"Hospital two","East","Dermatology","Female","F.025-029",192274
"community",2020,"Hospital two","East","Dermatology","Female","G.030-034",204167
"community",2020,"Hospital two","East","Dermatology","Female","H.035-039",226353
"community",2020,"Hospital two","East","Dermatology","Female","I.040-044",243192
"community",2020,"Hospital two","East","Dermatology","Female","J.045-049",284065
"community",2020,"Hospital two","East","Dermatology","Female","K.050-054",335640
"community",2020,"Hospital two","East","Dermatology","Female","L.055-059",391084
"community",2020,"Hospital two","East","Dermatology","Female","M.060-064",527364
"community",2020,"Hospital two","East","Dermatology","Female","N.065-069",512233
"community",2020,"Hospital two","East","Dermatology","Female","O.070-074",740949
"community",2020,"Hospital two","East","Dermatology","Female","P.075-079",651167
"community",2020,"Hospital two","East","Dermatology","Female","Q.080-084",548402
"community",2020,"Hospital two","East","Dermatology","Female","R.085+",391242
"community",2020,"Hospital two","East","Dermatology","Male","A.000-004",162242
"community",2020,"Hospital two","East","Dermatology","Male","B.005-009",125824
"community",2020,"Hospital two","East","Dermatology","Male","C.010-014",106457
"community",2020,"Hospital two","East","Dermatology","Male","D.015-019",135562
"community",2020,"Hospital two","East","Dermatology","Male","E.020-024",122654
"community",2020,"Hospital two","East","Dermatology","Male","F.025-029",150535
"community",2020,"Hospital two","East","Dermatology","Male","G.030-034",228690
"community",2020,"Hospital two","East","Dermatology","Male","H.035-039",215724
"community",2020,"Hospital two","East","Dermatology","Male","I.040-044",246772
"community",2020,"Hospital two","East","Dermatology","Male","J.045-049",361653
"community",2020,"Hospital two","East","Dermatology","Male","K.050-054",351120
"community",2020,"Hospital two","East","Dermatology","Male","L.055-059",464731
"community",2020,"Hospital two","East","Dermatology","Male","M.060-064",503669
"community",2020,"Hospital two","East","Dermatology","Male","N.065-069",599879
"community",2020,"Hospital two","East","Dermatology","Male","O.070-074",741865
"community",2020,"Hospital two","East","Dermatology","Male","P.075-079",623299
"community",2020,"Hospital two","East","Dermatology","Male","Q.080-084",522399
"community",2020,"Hospital two","East","Dermatology","Male","R.085+",429123
"community",2020,"Hospital two","East","Diabetes","Female","A.000-004",54915
"community",2020,"Hospital two","East","Diabetes","Female","B.005-009",49124
"community",2020,"Hospital two","East","Diabetes","Female","C.010-014",50532
"community",2020,"Hospital two","East","Diabetes","Female","D.015-019",44301
"community",2020,"Hospital two","East","Diabetes","Female","E.020-024",50641
"community",2020,"Hospital two","East","Diabetes","Female","F.025-029",52873
"community",2020,"Hospital two","East","Diabetes","Female","G.030-034",79369
"community",2020,"Hospital two","East","Diabetes","Female","H.035-039",69400
"community",2020,"Hospital two","East","Diabetes","Female","I.040-044",71455
"community",2020,"Hospital two","East","Diabetes","Female","J.045-049",110491
"community",2020,"Hospital two","East","Diabetes","Female","K.050-054",141914
"community",2020,"Hospital two","East","Diabetes","Female","L.055-059",147855
"community",2020,"Hospital two","East","Diabetes","Female","M.060-064",161672
"community",2020,"Hospital two","East","Diabetes","Female","N.065-069",225056
"community",2020,"Hospital two","East","Diabetes","Female","O.070-074",245171
"community",2020,"Hospital two","East","Diabetes","Female","P.075-079",193950
"community",2020,"Hospital two","East","Diabetes","Female","Q.080-084",195250
"community",2020,"Hospital two","East","Diabetes","Female","R.085+",141345
"community",2020,"Hospital two","East","Diabetes","Male","A.000-004",47094
"community",2020,"Hospital two","East","Diabetes","Male","B.005-009",43605
"community",2020,"Hospital two","East","Diabetes","Male","C.010-014",47536
"community",2020,"Hospital two","East","Diabetes","Male","D.015-019",41652
"community",2020,"Hospital two","East","Diabetes","Male","E.020-024",41884
"community",2020,"Hospital two","East","Diabetes","Male","F.025-029",66482
"community",2020,"Hospital two","East","Diabetes","Male","G.030-034",69931
"community",2020,"Hospital two","East","Diabetes","Male","H.035-039",78641
"community",2020,"Hospital two","East","Diabetes","Male","I.040-044",75410
"community",2020,"Hospital two","East","Diabetes","Male","J.045-049",127287
"community",2020,"Hospital two","East","Diabetes","Male","K.050-054",150218
"community",2020,"Hospital two","East","Diabetes","Male","L.055-059",169982
"community",2020,"Hospital two","East","Diabetes","Male","M.060-064",154760
"community",2020,"Hospital two","East","Diabetes","Male","N.065-069",192130
"community",2020,"Hospital two","East","Diabetes","Male","O.070-074",271372
"community",2020,"Hospital two","East","Diabetes","Male","P.075-079",202793
"community",2020,"Hospital two","East","Diabetes","Male","Q.080-084",174741
"community",2020,"Hospital two","East","Diabetes","Male","R.085+",165164
"community",2020,"Hospital two","East","Respiratory","Female","A.000-004",28164
"community",2020,"Hospital two","East","Respiratory","Female","B.005-009",22756
"community",2020,"Hospital two","East","Respiratory","Female","C.010-014",22260
"community",2020,"Hospital two","East","Respiratory","Female","D.015-019",18751
"community",2020,"Hospital two","East","Respiratory","Female","E.020-024",24466
"community",2020,"Hospital two","East","Respiratory","Female","F.025-029",29126
"community",2020,"Hospital two","East","Respiratory","Female","G.030-034",34901
"community",2020,"Hospital two","East","Respiratory","Female","H.035-039",33641
"community",2020,"Hospital two","East","Respiratory","Female","I.040-044",42468
"community",2020,"Hospital two","East","Respiratory","Female","J.045-049",56627
"community",2020,"Hospital two","East","Respiratory","Female","K.050-054",75653
"community",2020,"Hospital two","East","Respiratory","Female","L.055-059",91904
"community",2020,"Hospital two","East","Respiratory","Female","M.060-064",86887
"community",2020,"Hospital two","East","Respiratory","Female","N.065-069",104586
"community",2020,"Hospital two","East","Respiratory","Female","O.070-074",133911
"community",2020,"Hospital two","East","Respiratory","Female","P.075-079",119615
"community",2020,"Hospital two","East","Respiratory","Female","Q.080-084",99015
"community",2020,"Hospital two","East","Respiratory","Female","R.085+",79595
"community",2020,"Hospital two","East","Respiratory","Male","A.000-004",26804
"community",2020,"Hospital two","East","Respiratory","Male","B.005-009",22465
"community",2020,"Hospital two","East","Respiratory","Male","C.010-014",24081
"community",2020,"Hospital two","East","Respiratory","Male","D.015-019",24307
"community",2020,"Hospital two","East","Respiratory","Male","E.020-024",23402
"community",2020,"Hospital two","East","Respiratory","Male","F.025-029",29953
"community",2020,"Hospital two","East","Respiratory","Male","G.030-034",34387
"community",2020,"Hospital two","East","Respiratory","Male","H.035-039",38374
"community",2020,"Hospital two","East","Respiratory","Male","I.040-044",39012
"community",2020,"Hospital two","East","Respiratory","Male","J.045-049",53359
"community",2020,"Hospital two","East","Respiratory","Male","K.050-054",77218
"community",2020,"Hospital two","East","Respiratory","Male","L.055-059",87869
"community",2020,"Hospital two","East","Respiratory","Male","M.060-064",80968
"community",2020,"Hospital two","East","Respiratory","Male","N.065-069",105680
"community",2020,"Hospital two","East","Respiratory","Male","O.070-074",128557
"community",2020,"Hospital two","East","Respiratory","Male","P.075-079",107704
"community",2020,"Hospital two","East","Respiratory","Male","Q.080-084",95874
"community",2020,"Hospital two","East","Respiratory","Male","R.085+",78747
"community",2020,"Hospital two","East","Rheumatology","Female","A.000-004",100294
"community",2020,"Hospital two","East","Rheumatology","Female","B.005-009",69017
"community",2020,"Hospital two","East","Rheumatology","Female","C.010-014",104497
"community",2020,"Hospital two","East","Rheumatology","Female","D.015-019",80956
"community",2020,"Hospital two","East","Rheumatology","Female","E.020-024",83577
"community",2020,"Hospital two","East","Rheumatology","Female","F.025-029",113981
"community",2020,"Hospital two","East","Rheumatology","Female","G.030-034",123788
"community",2020,"Hospital two","East","Rheumatology","Female","H.035-039",138103
"community",2020,"Hospital two","East","Rheumatology","Female","I.040-044",157609
"community",2020,"Hospital two","East","Rheumatology","Female","J.045-049",176679
"community",2020,"Hospital two","East","Rheumatology","Female","K.050-054",256830
"community",2020,"Hospital two","East","Rheumatology","Female","L.055-059",341783
"community",2020,"Hospital two","East","Rheumatology","Female","M.060-064",280156
"community",2020,"Hospital two","East","Rheumatology","Female","N.065-069",464954
"community",2020,"Hospital two","East","Rheumatology","Female","O.070-074",459231
"community",2020,"Hospital two","East","Rheumatology","Female","P.075-079",352215
"community",2020,"Hospital two","East","Rheumatology","Female","Q.080-084",362982
"community",2020,"Hospital two","East","Rheumatology","Female","R.085+",313386
"community",2020,"Hospital two","East","Rheumatology","Male","A.000-004",104095
"community",2020,"Hospital two","East","Rheumatology","Male","B.005-009",73298
"community",2020,"Hospital two","East","Rheumatology","Male","C.010-014",89880
"community",2020,"Hospital two","East","Rheumatology","Male","D.015-019",107260
"community",2020,"Hospital two","East","Rheumatology","Male","E.020-024",77512
"community",2020,"Hospital two","East","Rheumatology","Male","F.025-029",113317
"community",2020,"Hospital two","East","Rheumatology","Male","G.030-034",133747
"community",2020,"Hospital two","East","Rheumatology","Male","H.035-039",157488
"community",2020,"Hospital two","East","Rheumatology","Male","I.040-044",166560
"community",2020,"Hospital two","East","Rheumatology","Male","J.045-049",199951
"community",2020,"Hospital two","East","Rheumatology","Male","K.050-054",300351
"community",2020,"Hospital two","East","Rheumatology","Male","L.055-059",281978
"community",2020,"Hospital two","East","Rheumatology","Male","M.060-064",321489
"community",2020,"Hospital two","East","Rheumatology","Male","N.065-069",429391
"community",2020,"Hospital two","East","Rheumatology","Male","O.070-074",550434
"community",2020,"Hospital two","East","Rheumatology","Male","P.075-079",397441
"community",2020,"Hospital two","East","Rheumatology","Male","Q.080-084",338012
"community",2020,"Hospital two","East","Rheumatology","Male","R.085+",295860
"community",2020,"Hospital two","East","Urology","Female","A.000-004",104231
"community",2020,"Hospital two","East","Urology","Female","B.005-009",66246
"community",2020,"Hospital two","East","Urology","Female","C.010-014",90164
"community",2020,"Hospital two","East","Urology","Female","D.015-019",83688
"community",2020,"Hospital two","East","Urology","Female","E.020-024",80731
"community",2020,"Hospital two","East","Urology","Female","F.025-029",93580
"community",2020,"Hospital two","East","Urology","Female","G.030-034",139425
"community",2020,"Hospital two","East","Urology","Female","H.035-039",141043
"community",2020,"Hospital two","East","Urology","Female","I.040-044",154987
"community",2020,"Hospital two","East","Urology","Female","J.045-049",198343
"community",2020,"Hospital two","East","Urology","Female","K.050-054",291317
"community",2020,"Hospital two","East","Urology","Female","L.055-059",301311
"community",2020,"Hospital two","East","Urology","Female","M.060-064",321930
"community",2020,"Hospital two","East","Urology","Female","N.065-069",372744
"community",2020,"Hospital two","East","Urology","Female","O.070-074",496746
"community",2020,"Hospital two","East","Urology","Female","P.075-079",399683
"community",2020,"Hospital two","East","Urology","Female","Q.080-084",385688
"community",2020,"Hospital two","East","Urology","Female","R.085+",337342
"community",2020,"Hospital two","East","Urology","Male","A.000-004",90272
"community",2020,"Hospital two","East","Urology","Male","B.005-009",89115
"community",2020,"Hospital two","East","Urology","Male","C.010-014",102549
"community",2020,"Hospital two","East","Urology","Male","D.015-019",95033
"community",2020,"Hospital two","East","Urology","Male","E.020-024",87926
"community",2020,"Hospital two","East","Urology","Male","F.025-029",120284
"community",2020,"Hospital two","East","Urology","Male","G.030-034",149525
"community",2020,"Hospital two","East","Urology","Male","H.035-039",139740
"community",2020,"Hospital two","East","Urology","Male","I.040-044",167181
"community",2020,"Hospital two","East","Urology","Male","J.045-049",203161
"community",2020,"Hospital two","East","Urology","Male","K.050-054",288058
"community",2020,"Hospital two","East","Urology","Male","L.055-059",344944
"community",2020,"Hospital two","East","Urology","Male","M.060-064",278102
"community",2020,"Hospital two","East","Urology","Male","N.065-069",384737
"community",2020,"Hospital two","East","Urology","Male","O.070-074",517146
"community",2020,"Hospital two","East","Urology","Male","P.075-079",422061
"community",2020,"Hospital two","East","Urology","Male","Q.080-084",331245
"community",2020,"Hospital two","East","Urology","Male","R.085+",307505
"community",2020,"Hospital two","West","Cardiology","Female","A.000-004",147591
"community",2020,"Hospital two","West","Cardiology","Female","B.005-009",142859
"community",2020,"Hospital two","West","Cardiology","Female","C.010-014",134683
"community",2020,"Hospital two","West","Cardiology","Female","D.015-019",131581
"community",2020,"Hospital two","West","Cardiology","Female","E.020-024",131399
"community",2020,"Hospital two","West","Cardiology","Female","F.025-029",174799
"community",2020,"Hospital two","West","Cardiology","Female","G.030-034",211014
"community",2020,"Hospital two","West","Cardiology","Female","H.035-039",260233
"community",2020,"Hospital two","West","Cardiology","Female","I.040-044",252234
"community",2020,"Hospital two","West","Cardiology","Female","J.045-049",375533
"community",2020,"Hospital two","West","Cardiology","Female","K.050-054",395414
"community",2020,"Hospital two","West","Cardiology","Female","L.055-059",440379
"community",2020,"Hospital two","West","Cardiology","Female","M.060-064",519427
"community",2020,"Hospital two","West","Cardiology","Female","N.065-069",587433
"community",2020,"Hospital two","West","Cardiology","Female","O.070-074",843633
"community",2020,"Hospital two","West","Cardiology","Female","P.075-079",692240
"community",2020,"Hospital two","West","Cardiology","Female","Q.080-084",474095
"community",2020,"Hospital two","West","Cardiology","Female","R.085+",523485
"community",2020,"Hospital two","West","Cardiology","Male","A.000-004",128666
"community",2020,"Hospital two","West","Cardiology","Male","B.005-009",125670
"community",2020,"Hospital two","West","Cardiology","Male","C.010-014",137519
"community",2020,"Hospital two","West","Cardiology","Male","D.015-019",133893
"community",2020,"Hospital two","West","Cardiology","Male","E.020-024",145386
"community",2020,"Hospital two","West","Cardiology","Male","F.025-029",153483
"community",2020,"Hospital two","West","Cardiology","Male","G.030-034",215842
"community",2020,"Hospital two","West","Cardiology","Male","H.035-039",203796
"community",2020,"Hospital two","West","Cardiology","Male","I.040-044",206772
"community",2020,"Hospital two","West","Cardiology","Male","J.045-049",295519
"community",2020,"Hospital two","West","Cardiology","Male","K.050-054",387003
"community",2020,"Hospital two","West","Cardiology","Male","L.055-059",541656
"community",2020,"Hospital two","West","Cardiology","Male","M.060-064",502391
"community",2020,"Hospital two","West","Cardiology","Male","N.065-069",702214
"community",2020,"Hospital two","West","Cardiology","Male","O.070-074",805151
"community",2020,"Hospital two","West","Cardiology","Male","P.075-079",702287
"community",2020,"Hospital two","West","Cardiology","Male","Q.080-084",537120
"community",2020,"Hospital two","West","Cardiology","Male","R.085+",531741
"community",2020,"Hospital two","West","Dermatology","Female","A.000-004",168614
"community",2020,"Hospital two","West","Dermatology","Female","B.005-009",145141
"community",2020,"Hospital two","West","Dermatology","Female","C.010-014",167890
"community",2020,"Hospital two","West","Dermatology","Female","D.015-019",154236
"community",2020,"Hospital two","West","Dermatology","Female","E.020-024",140774
"community",2020,"Hospital two","West","Dermatology","Female","F.025-029",201455
"community",2020,"Hospital two","West","Dermatology","Female","G.030-034",243433
"community",2020,"Hospital two","West","Dermatology","Female","H.035-039",270715
"community",2020,"Hospital two","West","Dermatology","Female","I.040-044",337133
"community",2020,"Hospital two","West","Dermatology","Female","J.045-049",420065
"community",2020,"Hospital two","West","Dermatology","Female","K.050-054",477160
"community",2020,"Hospital two","West","Dermatology","Female","L.055-059",507159
"community",2020,"Hospital two","West","Dermatology","Female","M.060-064",573866
"community",2020,"Hospital two","West","Dermatology","Female","N.065-069",688655
"community",2020,"Hospital two","West","Dermatology","Female","O.070-074",761511
"community",2020,"Hospital two","West","Dermatology","Female","P.075-079",600614
"community",2020,"Hospital two","West","Dermatology","Female","Q.080-084",519241
"community",2020,"Hospital two","West","Dermatology","Female","R.085+",614241
"community",2020,"Hospital two","West","Dermatology","Male","A.000-004",143873
"community",2020,"Hospital two","West","Dermatology","Male","B.005-009",154415
"community",2020,"Hospital two","West","Dermatology","Male","C.010-014",175104
"community",2020,"Hospital two","West","Dermatology","Male","D.015-019",147237
"community",2020,"Hospital two","West","Dermatology","Male","E.020-024",169561
"community",2020,"Hospital two","West","Dermatology","Male","F.025-029",175966
"community",2020,"Hospital two","West","Dermatology","Male","G.030-034",263293
"community",2020,"Hospital two","West","Dermatology","Male","H.035-039",251014
"community",2020,"Hospital two","West","Dermatology","Male","I.040-044",317525
"community",2020,"Hospital two","West","Dermatology","Male","J.045-049",293562
"community",2020,"Hospital two","West","Dermatology","Male","K.050-054",494019
"community",2020,"Hospital two","West","Dermatology","Male","L.055-059",547618
"community",2020,"Hospital two","West","Dermatology","Male","M.060-064",564057
"community",2020,"Hospital two","West","Dermatology","Male","N.065-069",797429
"community",2020,"Hospital two","West","Dermatology","Male","O.070-074",944561
"community",2020,"Hospital two","West","Dermatology","Male","P.075-079",698725
"community",2020,"Hospital two","West","Dermatology","Male","Q.080-084",686559
"community",2020,"Hospital two","West","Dermatology","Male","R.085+",526745
"community",2020,"Hospital two","West","Diabetes","Female","A.000-004",64132
"community",2020,"Hospital two","West","Diabetes","Female","B.005-009",66521
"community",2020,"Hospital two","West","Diabetes","Female","C.010-014",63534
"community",2020,"Hospital two","West","Diabetes","Female","D.015-019",56919
"community",2020,"Hospital two","West","Diabetes","Female","E.020-024",53778
"community",2020,"Hospital two","West","Diabetes","Female","F.025-029",56797
"community",2020,"Hospital two","West","Diabetes","Female","G.030-034",97498
"community",2020,"Hospital two","West","Diabetes","Female","H.035-039",84020
"community",2020,"Hospital two","West","Diabetes","Female","I.040-044",89807
"community",2020,"Hospital two","West","Diabetes","Female","J.045-049",130935
"community",2020,"Hospital two","West","Diabetes","Female","K.050-054",137305
"community",2020,"Hospital two","West","Diabetes","Female","L.055-059",211395
"community",2020,"Hospital two","West","Diabetes","Female","M.060-064",256762
"community",2020,"Hospital two","West","Diabetes","Female","N.065-069",237554
"community",2020,"Hospital two","West","Diabetes","Female","O.070-074",312256
"community",2020,"Hospital two","West","Diabetes","Female","P.075-079",274515
"community",2020,"Hospital two","West","Diabetes","Female","Q.080-084",215869
"community",2020,"Hospital two","West","Diabetes","Female","R.085+",198427
"community",2020,"Hospital two","West","Diabetes","Male","A.000-004",63850
"community",2020,"Hospital two","West","Diabetes","Male","B.005-009",48261
"community",2020,"Hospital two","West","Diabetes","Male","C.010-014",51399
"community",2020,"Hospital two","West","Diabetes","Male","D.015-019",51979
"community",2020,"Hospital two","West","Diabetes","Male","E.020-024",59383
"community",2020,"Hospital two","West","Diabetes","Male","F.025-029",66380
"community",2020,"Hospital two","West","Diabetes","Male","G.030-034",86069
"community",2020,"Hospital two","West","Diabetes","Male","H.035-039",94665
"community",2020,"Hospital two","West","Diabetes","Male","I.040-044",108412
"community",2020,"Hospital two","West","Diabetes","Male","J.045-049",119841
"community",2020,"Hospital two","West","Diabetes","Male","K.050-054",167627
"community",2020,"Hospital two","West","Diabetes","Male","L.055-059",184838
"community",2020,"Hospital two","West","Diabetes","Male","M.060-064",213965
"community",2020,"Hospital two","West","Diabetes","Male","N.065-069",198679
"community",2020,"Hospital two","West","Diabetes","Male","O.070-074",302895
"community",2020,"Hospital two","West","Diabetes","Male","P.075-079",238075
"community",2020,"Hospital two","West","Diabetes","Male","Q.080-084",243907
"community",2020,"Hospital two","West","Diabetes","Male","R.085+",190885
"community",2020,"Hospital two","West","Respiratory","Female","A.000-004",30363
"community",2020,"Hospital two","West","Respiratory","Female","B.005-009",23774
"community",2020,"Hospital two","West","Respiratory","Female","C.010-014",23743
"community",2020,"Hospital two","West","Respiratory","Female","D.015-019",30511
"community",2020,"Hospital two","West","Respiratory","Female","E.020-024",27348
"community",2020,"Hospital two","West","Respiratory","Female","F.025-029",41587
"community",2020,"Hospital two","West","Respiratory","Female","G.030-034",41815
"community",2020,"Hospital two","West","Respiratory","Female","H.035-039",39806
"community",2020,"Hospital two","West","Respiratory","Female","I.040-044",51415
"community",2020,"Hospital two","West","Respiratory","Female","J.045-049",64989
"community",2020,"Hospital two","West","Respiratory","Female","K.050-054",87755
"community",2020,"Hospital two","West","Respiratory","Female","L.055-059",82828
"community",2020,"Hospital two","West","Respiratory","Female","M.060-064",112394
"community",2020,"Hospital two","West","Respiratory","Female","N.065-069",123737
"community",2020,"Hospital two","West","Respiratory","Female","O.070-074",148205
"community",2020,"Hospital two","West","Respiratory","Female","P.075-079",150262
"community",2020,"Hospital two","West","Respiratory","Female","Q.080-084",121333
"community",2020,"Hospital two","West","Respiratory","Female","R.085+",97775
"community",2020,"Hospital two","West","Respiratory","Male","A.000-004",27728
"community",2020,"Hospital two","West","Respiratory","Male","B.005-009",30699
"community",2020,"Hospital two","West","Respiratory","Male","C.010-014",30441
"community",2020,"Hospital two","West","Respiratory","Male","D.015-019",28871
"community",2020,"Hospital two","West","Respiratory","Male","E.020-024",28156
"community",2020,"Hospital two","West","Respiratory","Male","F.025-029",39144
"community",2020,"Hospital two","West","Respiratory","Male","G.030-034",45401
"community",2020,"Hospital two","West","Respiratory","Male","H.035-039",55132
"community",2020,"Hospital two","West","Respiratory","Male","I.040-044",49118
"community",2020,"Hospital two","West","Respiratory","Male","J.045-049",61740
"community",2020,"Hospital two","West","Respiratory","Male","K.050-054",89527
"community",2020,"Hospital two","West","Respiratory","Male","L.055-059",94377
"community",2020,"Hospital two","West","Respiratory","Male","M.060-064",116456
"community",2020,"Hospital two","West","Respiratory","Male","N.065-069",121750
"community",2020,"Hospital two","West","Respiratory","Male","O.070-074",160799
"community",2020,"Hospital two","West","Respiratory","Male","P.075-079",142901
"community",2020,"Hospital two","West","Respiratory","Male","Q.080-084",107756
"community",2020,"Hospital two","West","Respiratory","Male","R.085+",122605
"community",2020,"Hospital two","West","Rheumatology","Female","A.000-004",130523
"community",2020,"Hospital two","West","Rheumatology","Female","B.005-009",130619
"community",2020,"Hospital two","West","Rheumatology","Female","C.010-014",123740
"community",2020,"Hospital two","West","Rheumatology","Female","D.015-019",92457
"community",2020,"Hospital two","West","Rheumatology","Female","E.020-024",98441
"community",2020,"Hospital two","West","Rheumatology","Female","F.025-029",148574
"community",2020,"Hospital two","West","Rheumatology","Female","G.030-034",179611
"community",2020,"Hospital two","West","Rheumatology","Female","H.035-039",148621
"community",2020,"Hospital two","West","Rheumatology","Female","I.040-044",182476
"community",2020,"Hospital two","West","Rheumatology","Female","J.045-049",234463
"community",2020,"Hospital two","West","Rheumatology","Female","K.050-054",297028
"community",2020,"Hospital two","West","Rheumatology","Female","L.055-059",377546
"community",2020,"Hospital two","West","Rheumatology","Female","M.060-064",346096
"community",2020,"Hospital two","West","Rheumatology","Female","N.065-069",549762
"community",2020,"Hospital two","West","Rheumatology","Female","O.070-074",630974
"community",2020,"Hospital two","West","Rheumatology","Female","P.075-079",375519
"community",2020,"Hospital two","West","Rheumatology","Female","Q.080-084",490578
"community",2020,"Hospital two","West","Rheumatology","Female","R.085+",396806
"community",2020,"Hospital two","West","Rheumatology","Male","A.000-004",127660
"community",2020,"Hospital two","West","Rheumatology","Male","B.005-009",92196
"community",2020,"Hospital two","West","Rheumatology","Male","C.010-014",110096
"community",2020,"Hospital two","West","Rheumatology","Male","D.015-019",105685
"community",2020,"Hospital two","West","Rheumatology","Male","E.020-024",121708
"community",2020,"Hospital two","West","Rheumatology","Male","F.025-029",135358
"community",2020,"Hospital two","West","Rheumatology","Male","G.030-034",159544
"community",2020,"Hospital two","West","Rheumatology","Male","H.035-039",196022
"community",2020,"Hospital two","West","Rheumatology","Male","I.040-044",208314
"community",2020,"Hospital two","West","Rheumatology","Male","J.045-049",249423
"community",2020,"Hospital two","West","Rheumatology","Male","K.050-054",318370
"community",2020,"Hospital two","West","Rheumatology","Male","L.055-059",389564
"community",2020,"Hospital two","West","Rheumatology","Male","M.060-064",441355
"community",2020,"Hospital two","West","Rheumatology","Male","N.065-069",588988
"community",2020,"Hospital two","West","Rheumatology","Male","O.070-074",570483
"community",2020,"Hospital two","West","Rheumatology","Male","P.075-079",527848
"community",2020,"Hospital two","West","Rheumatology","Male","Q.080-084",487437
"community",2020,"Hospital two","West","Rheumatology","Male","R.085+",338012
"community",2020,"Hospital two","West","Urology","Female","A.000-004",101751
"community",2020,"Hospital two","West","Urology","Female","B.005-009",101239
"community",2020,"Hospital two","West","Urology","Female","C.010-014",129681
"community",2020,"Hospital two","West","Urology","Female","D.015-019",118286
"community",2020,"Hospital two","West","Urology","Female","E.020-024",98748
"community",2020,"Hospital two","West","Urology","Female","F.025-029",147059
"community",2020,"Hospital two","West","Urology","Female","G.030-034",154295
"community",2020,"Hospital two","West","Urology","Female","H.035-039",176067
"community",2020,"Hospital two","West","Urology","Female","I.040-044",194375
"community",2020,"Hospital two","West","Urology","Female","J.045-049",249541
"community",2020,"Hospital two","West","Urology","Female","K.050-054",319646
"community",2020,"Hospital two","West","Urology","Female","L.055-059",332493
"community",2020,"Hospital two","West","Urology","Female","M.060-064",366818
"community",2020,"Hospital two","West","Urology","Female","N.065-069",390135
"community",2020,"Hospital two","West","Urology","Female","O.070-074",595682
"community",2020,"Hospital two","West","Urology","Female","P.075-079",486159
"community",2020,"Hospital two","West","Urology","Female","Q.080-084",395433
"community",2020,"Hospital two","West","Urology","Female","R.085+",430220
"community",2020,"Hospital two","West","Urology","Male","A.000-004",134228
"community",2020,"Hospital two","West","Urology","Male","B.005-009",114062
"community",2020,"Hospital two","West","Urology","Male","C.010-014",110772
"community",2020,"Hospital two","West","Urology","Male","D.015-019",110335
"community",2020,"Hospital two","West","Urology","Male","E.020-024",81954
"community",2020,"Hospital two","West","Urology","Male","F.025-029",155006
"community",2020,"Hospital two","West","Urology","Male","G.030-034",161930
"community",2020,"Hospital two","West","Urology","Male","H.035-039",211475
"community",2020,"Hospital two","West","Urology","Male","I.040-044",175951
"community",2020,"Hospital two","West","Urology","Male","J.045-049",255558
"community",2020,"Hospital two","West","Urology","Male","K.050-054",282995
"community",2020,"Hospital two","West","Urology","Male","L.055-059",336903
"community",2020,"Hospital two","West","Urology","Male","M.060-064",409666
"community",2020,"Hospital two","West","Urology","Male","N.065-069",486309
"community",2020,"Hospital two","West","Urology","Male","O.070-074",566829
"community",2020,"Hospital two","West","Urology","Male","P.075-079",490097
"community",2020,"Hospital two","West","Urology","Male","Q.080-084",404050
"community",2020,"Hospital two","West","Urology","Male","R.085+",418576
"community",2020,"Hospital three","North","Cardiology","Female","A.000-004",40014
